index,polynomial,operation,operand 1,operand 2,cost,order
72,3x^3+x^2,MULT,0,24,4,3
73,3x^3+2x^2,MULT,0,25,4,3
74,3x^3+3x^2,MULT,0,26,4,3
75,x^3+2x^2+x,MULT,0,27,4,3
76,x^3+3x^2+2x,MULT,0,28,4,3
77,2x^3+3x^2+x,MULT,0,29,5,3
78,x^3+x,MULT,0,30,3,3
79,x^3+2x,MULT,0,31,3,3
80,x^3+3x,MULT,0,32,3,3
81,x^3+x^2+x,MULT,0,33,4,3
82,x^3+x^2+2x,MULT,0,34,4,3
83,x^3+x^2+3x,MULT,0,35,4,3
84,x^3+2x^2+2x,MULT,0,36,4,3
85,x^3+2x^2+3x,MULT,0,37,4,3
86,x^3+3x^2+x,MULT,0,38,4,3
87,x^3+3x^2+3x,MULT,0,39,4,3
88,2x^3+2x^2+x,MULT,0,40,5,3
89,2x^3+3x^2+2x,MULT,0,41,5,3
90,3x^3+3x^2+x,MULT,0,42,5,3
91,2x^3+x,MULT,0,43,4,3
92,2x^3+2x,MULT,0,44,4,3
93,2x^3+3x,MULT,0,45,4,3
94,2x^3+x^2+x,MULT,0,46,5,3
95,2x^3+x^2+2x,MULT,0,47,5,3
96,2x^3+x^2+3x,MULT,0,48,5,3
97,2x^3+2x^2+2x,MULT,0,49,5,3
98,2x^3+2x^2+3x,MULT,0,50,5,3
99,2x^3+3x^2+3x,MULT,0,51,5,3
100,3x^3+2x^2+x,MULT,0,52,5,3
101,3x^3+3x^2+2x,MULT,0,53,5,3
102,3x^3+x,MULT,0,54,4,3
103,3x^3+2x,MULT,0,55,4,3
104,3x^3+3x,MULT,0,56,4,3
105,3x^3+x^2+x,MULT,0,57,5,3
106,3x^3+x^2+2x,MULT,0,58,5,3
107,3x^3+x^2+3x,MULT,0,59,5,3
108,3x^3+2x^2+2x,MULT,0,60,5,3
109,3x^3+2x^2+3x,MULT,0,61,5,3
110,3x^3+3x^2+3x,MULT,0,62,5,3
111,x^3+3x^2+3x+1,MULT,5,27,5,3
112,x^3+x^2+x+1,MULT,5,30,4,3
113,x^3+x^2+2x+2,MULT,5,31,4,3
114,x^3+x^2+3x+3,MULT,5,32,4,3
115,x^3+2x^2+2x+1,MULT,5,33,5,3
116,x^3+2x^2+3x+2,MULT,5,34,5,3
117,2x^3+2x^2+x+1,MULT,5,43,5,3
118,2x^3+2x^2+2x+2,MULT,5,44,5,3
119,2x^3+2x^2+3x+3,MULT,5,45,5,3
120,2x^3+3x^2+2x+1,MULT,5,46,6,3
121,2x^3+3x^2+3x+2,MULT,5,47,6,3
122,3x^3+3x^2+x+1,MULT,5,54,5,3
123,3x^3+3x^2+2x+2,MULT,5,55,5,3
124,3x^3+3x^2+3x+3,MULT,5,56,5,3
125,x^3+2x^2+x+2,MULT,6,30,4,3
126,x^3+3x^2+3x+2,MULT,6,33,5,3
127,x^3+3x^2+x+3,MULT,7,30,4,3
128,2x^3+x^2+2x+1,MULT,9,30,5,3
129,2x^3+3x^2+3x+1,MULT,9,33,6,3
130,2x^3+3x^2+2x+3,MULT,11,30,5,3
131,3x^3+x^2+3x+1,MULT,12,30,5,3
132,3x^3+2x^2+3x+2,MULT,13,30,5,3
133,2x^3+x^2+3x+1,ADD,128,0,6,3
134,2x^3+x^2+2x+2,ADD,128,1,6,3
135,2x^3+x^2+2x+3,ADD,128,2,6,3
136,2x^3+x^2+3x+2,ADD,96,2,6,3
137,2x^3+x^2+3x+3,ADD,96,3,6,3
138,2x^3+2x^2+2x+1,ADD,97,1,6,3
139,2x^3+2x^2+3x+1,ADD,98,1,6,3
140,2x^3+2x^2+2x+3,ADD,97,3,6,3
141,2x^3+2x^2+3x+2,ADD,98,2,6,3
142,2x^3+3x^2+2x+2,ADD,89,2,6,3
143,2x^3+3x^2+3x+3,ADD,130,0,6,3
144,3x^3+x^2+2x+1,ADD,106,1,6,3
145,3x^3+2x^2+2x+1,ADD,108,1,6,3
146,3x^3+3x^2+2x+1,ADD,101,1,6,3
147,3x^3+3x^2+3x+1,ADD,110,1,6,3
148,3x^3+2x^2+3x+1,ADD,109,1,6,3
149,3x^3+3x^2+2x+3,ADD,101,3,6,3
150,3x^3+x^2+3x+2,ADD,131,1,6,3
151,3x^3+x^2+3x+3,ADD,131,2,6,3
152,3x^3+2x^2+3x+3,ADD,132,1,6,3
153,3x^3+3x^2+3x+2,ADD,110,2,6,3
154,x^3+1,ADD,63,1,3,3
155,x^3+2,ADD,63,2,3,3
156,x^3+3,ADD,63,3,3,3
157,x^3+x+1,ADD,63,5,4,3
158,x^3+x+2,ADD,63,6,4,3
159,x^3+x+3,ADD,63,7,4,3
160,x^3+2x+1,ADD,79,1,4,3
161,x^3+2x+2,ADD,79,2,4,3
162,x^3+2x+3,ADD,79,3,4,3
163,x^3+3x+1,ADD,80,1,4,3
164,x^3+3x+2,ADD,80,2,4,3
165,x^3+3x+3,ADD,80,3,4,3
166,x^3+x^2+2x+1,ADD,82,1,5,3
167,x^3+x^2+3x+2,ADD,83,2,5,3
168,x^3+2x^2+3x+1,ADD,85,1,5,3
169,x^3+x^2+1,ADD,65,1,4,3
170,x^3+x^2+2,ADD,65,2,4,3
171,x^3+x^2+3,ADD,65,3,4,3
172,x^3+x^2+x+2,ADD,65,6,5,3
173,x^3+x^2+x+3,ADD,65,7,5,3
174,x^3+x^2+2x+3,ADD,82,3,5,3
175,x^3+x^2+3x+1,ADD,83,1,5,3
176,x^3+2x^2+1,ADD,66,1,4,3
177,x^3+2x^2+2,ADD,66,2,4,3
178,x^3+2x^2+3,ADD,66,3,4,3
179,x^3+2x^2+x+1,ADD,66,5,5,3
180,x^3+2x^2+x+3,ADD,66,7,5,3
181,x^3+2x^2+2x+2,ADD,84,2,5,3
182,x^3+2x^2+2x+3,ADD,84,3,5,3
183,x^3+2x^2+3x+3,ADD,85,3,5,3
184,x^3+3x^2+2x+1,ADD,76,1,5,3
185,x^3+3x^2+1,ADD,67,1,4,3
186,x^3+3x^2+2,ADD,67,2,4,3
187,x^3+3x^2+3,ADD,67,3,4,3
188,x^3+3x^2+x+1,ADD,67,5,5,3
189,x^3+3x^2+x+2,ADD,67,6,5,3
190,x^3+3x^2+2x+2,ADD,76,2,5,3
191,x^3+3x^2+2x+3,ADD,76,3,5,3
192,x^3+3x^2+3x+3,ADD,87,3,5,3
193,2x^3+x^2+x+1,ADD,69,5,6,3
194,3x^3+2x^2+x+1,ADD,73,5,6,3
195,3x^3+2x^2+2x+2,ADD,108,2,6,3
196,2x^3+2x^2+x+2,ADD,70,6,6,3
197,2x^3+3x^2+x+3,ADD,71,7,6,3
198,2x^3+1,ADD,64,1,4,3
199,2x^3+2,ADD,64,2,4,3
200,2x^3+3,ADD,64,3,4,3
201,2x^3+x+1,ADD,64,5,5,3
202,2x^3+x+2,ADD,64,6,5,3
203,2x^3+x+3,ADD,64,7,5,3
204,2x^3+2x+1,ADD,92,1,5,3
205,2x^3+2x+2,ADD,92,2,5,3
206,2x^3+2x+3,ADD,92,3,5,3
207,2x^3+3x+1,ADD,93,1,5,3
208,2x^3+3x+2,ADD,93,2,5,3
209,2x^3+3x+3,ADD,93,3,5,3
210,2x^3+x^2+1,ADD,69,1,5,3
211,2x^3+x^2+2,ADD,69,2,5,3
212,2x^3+x^2+3,ADD,69,3,5,3
213,2x^3+x^2+x+2,ADD,69,6,6,3
214,2x^3+x^2+x+3,ADD,69,7,6,3
215,2x^3+2x^2+1,ADD,70,1,5,3
216,2x^3+2x^2+2,ADD,70,2,5,3
217,2x^3+2x^2+3,ADD,70,3,5,3
218,2x^3+2x^2+x+3,ADD,70,7,6,3
219,2x^3+3x^2+1,ADD,71,1,5,3
220,2x^3+3x^2+2,ADD,71,2,5,3
221,2x^3+3x^2+3,ADD,71,3,5,3
222,2x^3+3x^2+x+1,ADD,71,5,6,3
223,2x^3+3x^2+x+2,ADD,71,6,6,3
224,3x^3+x^2+x+1,ADD,72,5,6,3
225,3x^3+x^2+2x+2,ADD,106,2,6,3
226,3x^3+2x^2+x+2,ADD,73,6,6,3
227,3x^3+3x^2+x+3,ADD,74,7,6,3
228,3x^3+1,ADD,68,1,4,3
229,3x^3+2,ADD,68,2,4,3
230,3x^3+3,ADD,68,3,4,3
231,3x^3+x+1,ADD,68,5,5,3
232,3x^3+x+2,ADD,68,6,5,3
233,3x^3+x+3,ADD,68,7,5,3
234,3x^3+2x+1,ADD,103,1,5,3
235,3x^3+2x+2,ADD,103,2,5,3
236,3x^3+2x+3,ADD,103,3,5,3
237,3x^3+3x+1,ADD,104,1,5,3
238,3x^3+3x+2,ADD,104,2,5,3
239,3x^3+3x+3,ADD,104,3,5,3
240,3x^3+x^2+1,ADD,72,1,5,3
241,3x^3+x^2+2,ADD,72,2,5,3
242,3x^3+x^2+3,ADD,72,3,5,3
243,3x^3+x^2+x+2,ADD,72,6,6,3
244,3x^3+x^2+x+3,ADD,72,7,6,3
245,3x^3+x^2+2x+3,ADD,106,3,6,3
246,3x^3+2x^2+1,ADD,73,1,5,3
247,3x^3+2x^2+2,ADD,73,2,5,3
248,3x^3+2x^2+3,ADD,73,3,5,3
249,3x^3+2x^2+x+3,ADD,73,7,6,3
250,3x^3+2x^2+2x+3,ADD,108,3,6,3
251,3x^3+3x^2+1,ADD,74,1,5,3
252,3x^3+3x^2+2,ADD,74,2,5,3
253,3x^3+3x^2+3,ADD,74,3,5,3
254,3x^3+3x^2+x+2,ADD,74,6,6,3
255,x^4,MULT,0,63,3,4
256,2x^4,MULT,0,64,4,4
257,x^4+x^3,MULT,0,65,4,4
258,x^4+2x^3,MULT,0,66,4,4
259,x^4+3x^3,MULT,0,67,4,4
260,3x^4,MULT,0,68,4,4
261,2x^4+x^3,MULT,0,69,5,4
262,2x^4+2x^3,MULT,0,70,5,4
263,2x^4+3x^3,MULT,0,71,5,4
264,3x^4+x^3,MULT,0,72,5,4
265,3x^4+2x^3,MULT,0,73,5,4
266,3x^4+3x^3,MULT,0,74,5,4
267,x^4+2x^3+x^2,MULT,0,75,5,4
268,x^4+3x^3+2x^2,MULT,0,76,5,4
269,2x^4+3x^3+x^2,MULT,0,77,6,4
270,x^4+x^2,MULT,0,78,4,4
271,x^4+2x^2,MULT,0,79,4,4
272,x^4+3x^2,MULT,0,80,4,4
273,x^4+x^3+x^2,MULT,0,81,5,4
274,x^4+x^3+2x^2,MULT,0,82,5,4
275,x^4+x^3+3x^2,MULT,0,83,5,4
276,x^4+2x^3+2x^2,MULT,0,84,5,4
277,x^4+2x^3+3x^2,MULT,0,85,5,4
278,x^4+3x^3+x^2,MULT,0,86,5,4
279,x^4+3x^3+3x^2,MULT,0,87,5,4
280,2x^4+2x^3+x^2,MULT,0,88,6,4
281,2x^4+3x^3+2x^2,MULT,0,89,6,4
282,3x^4+3x^3+x^2,MULT,0,90,6,4
283,2x^4+x^2,MULT,0,91,5,4
284,2x^4+2x^2,MULT,0,92,5,4
285,2x^4+3x^2,MULT,0,93,5,4
286,2x^4+x^3+x^2,MULT,0,94,6,4
287,2x^4+x^3+2x^2,MULT,0,95,6,4
288,2x^4+x^3+3x^2,MULT,0,96,6,4
289,2x^4+2x^3+2x^2,MULT,0,97,6,4
290,2x^4+2x^3+3x^2,MULT,0,98,6,4
291,2x^4+3x^3+3x^2,MULT,0,99,6,4
292,3x^4+2x^3+x^2,MULT,0,100,6,4
293,3x^4+3x^3+2x^2,MULT,0,101,6,4
294,3x^4+x^2,MULT,0,102,5,4
295,3x^4+2x^2,MULT,0,103,5,4
296,3x^4+3x^2,MULT,0,104,5,4
297,3x^4+x^3+x^2,MULT,0,105,6,4
298,3x^4+x^3+2x^2,MULT,0,106,6,4
299,3x^4+x^3+3x^2,MULT,0,107,6,4
300,3x^4+2x^3+2x^2,MULT,0,108,6,4
301,3x^4+2x^3+3x^2,MULT,0,109,6,4
302,3x^4+3x^3+3x^2,MULT,0,110,6,4
303,x^4+3x^3+3x^2+x,MULT,0,111,6,4
304,x^4+x^3+x^2+x,MULT,0,112,5,4
305,x^4+x^3+2x^2+2x,MULT,0,113,5,4
306,x^4+x^3+3x^2+3x,MULT,0,114,5,4
307,x^4+2x^3+2x^2+x,MULT,0,115,6,4
308,x^4+2x^3+3x^2+2x,MULT,0,116,6,4
309,2x^4+2x^3+x^2+x,MULT,0,117,6,4
310,2x^4+2x^3+2x^2+2x,MULT,0,118,6,4
311,2x^4+2x^3+3x^2+3x,MULT,0,119,6,4
312,2x^4+3x^3+2x^2+x,MULT,0,120,7,4
313,2x^4+3x^3+3x^2+2x,MULT,0,121,7,4
314,3x^4+3x^3+x^2+x,MULT,0,122,6,4
315,3x^4+3x^3+2x^2+2x,MULT,0,123,6,4
316,3x^4+3x^3+3x^2+3x,MULT,0,124,6,4
317,x^4+2x^3+x^2+2x,MULT,0,125,5,4
318,x^4+3x^3+3x^2+2x,MULT,0,126,6,4
319,x^4+3x^3+x^2+3x,MULT,0,127,5,4
320,2x^4+x^3+2x^2+x,MULT,0,128,6,4
321,2x^4+3x^3+3x^2+x,MULT,0,129,7,4
322,2x^4+3x^3+2x^2+3x,MULT,0,130,6,4
323,3x^4+x^3+3x^2+x,MULT,0,131,6,4
324,3x^4+2x^3+3x^2+2x,MULT,0,132,6,4
325,2x^4+x^3+3x^2+x,MULT,0,133,7,4
326,2x^4+x^3+2x^2+2x,MULT,0,134,7,4
327,2x^4+x^3+2x^2+3x,MULT,0,135,7,4
328,2x^4+x^3+3x^2+2x,MULT,0,136,7,4
329,2x^4+x^3+3x^2+3x,MULT,0,137,7,4
330,2x^4+2x^3+2x^2+x,MULT,0,138,7,4
331,2x^4+2x^3+3x^2+x,MULT,0,139,7,4
332,2x^4+2x^3+2x^2+3x,MULT,0,140,7,4
333,2x^4+2x^3+3x^2+2x,MULT,0,141,7,4
334,2x^4+3x^3+2x^2+2x,MULT,0,142,7,4
335,2x^4+3x^3+3x^2+3x,MULT,0,143,7,4
336,3x^4+x^3+2x^2+x,MULT,0,144,7,4
337,3x^4+2x^3+2x^2+x,MULT,0,145,7,4
338,3x^4+3x^3+2x^2+x,MULT,0,146,7,4
339,3x^4+3x^3+3x^2+x,MULT,0,147,7,4
340,3x^4+2x^3+3x^2+x,MULT,0,148,7,4
341,3x^4+3x^3+2x^2+3x,MULT,0,149,7,4
342,3x^4+x^3+3x^2+2x,MULT,0,150,7,4
343,3x^4+x^3+3x^2+3x,MULT,0,151,7,4
344,3x^4+2x^3+3x^2+3x,MULT,0,152,7,4
345,3x^4+3x^3+3x^2+2x,MULT,0,153,7,4
346,x^4+x,MULT,0,154,4,4
347,x^4+2x,MULT,0,155,4,4
348,x^4+3x,MULT,0,156,4,4
349,x^4+x^2+x,MULT,0,157,5,4
350,x^4+x^2+2x,MULT,0,158,5,4
351,x^4+x^2+3x,MULT,0,159,5,4
352,x^4+2x^2+x,MULT,0,160,5,4
353,x^4+2x^2+2x,MULT,0,161,5,4
354,x^4+2x^2+3x,MULT,0,162,5,4
355,x^4+3x^2+x,MULT,0,163,5,4
356,x^4+3x^2+2x,MULT,0,164,5,4
357,x^4+3x^2+3x,MULT,0,165,5,4
358,x^4+x^3+2x^2+x,MULT,0,166,6,4
359,x^4+x^3+3x^2+2x,MULT,0,167,6,4
360,x^4+2x^3+3x^2+x,MULT,0,168,6,4
361,x^4+x^3+x,MULT,0,169,5,4
362,x^4+x^3+2x,MULT,0,170,5,4
363,x^4+x^3+3x,MULT,0,171,5,4
364,x^4+x^3+x^2+2x,MULT,0,172,6,4
365,x^4+x^3+x^2+3x,MULT,0,173,6,4
366,x^4+x^3+2x^2+3x,MULT,0,174,6,4
367,x^4+x^3+3x^2+x,MULT,0,175,6,4
368,x^4+2x^3+x,MULT,0,176,5,4
369,x^4+2x^3+2x,MULT,0,177,5,4
370,x^4+2x^3+3x,MULT,0,178,5,4
371,x^4+2x^3+x^2+x,MULT,0,179,6,4
372,x^4+2x^3+x^2+3x,MULT,0,180,6,4
373,x^4+2x^3+2x^2+2x,MULT,0,181,6,4
374,x^4+2x^3+2x^2+3x,MULT,0,182,6,4
375,x^4+2x^3+3x^2+3x,MULT,0,183,6,4
376,x^4+3x^3+2x^2+x,MULT,0,184,6,4
377,x^4+3x^3+x,MULT,0,185,5,4
378,x^4+3x^3+2x,MULT,0,186,5,4
379,x^4+3x^3+3x,MULT,0,187,5,4
380,x^4+3x^3+x^2+x,MULT,0,188,6,4
381,x^4+3x^3+x^2+2x,MULT,0,189,6,4
382,x^4+3x^3+2x^2+2x,MULT,0,190,6,4
383,x^4+3x^3+2x^2+3x,MULT,0,191,6,4
384,x^4+3x^3+3x^2+3x,MULT,0,192,6,4
385,2x^4+x^3+x^2+x,MULT,0,193,7,4
386,3x^4+2x^3+x^2+x,MULT,0,194,7,4
387,3x^4+2x^3+2x^2+2x,MULT,0,195,7,4
388,2x^4+2x^3+x^2+2x,MULT,0,196,7,4
389,2x^4+3x^3+x^2+3x,MULT,0,197,7,4
390,2x^4+x,MULT,0,198,5,4
391,2x^4+2x,MULT,0,199,5,4
392,2x^4+3x,MULT,0,200,5,4
393,2x^4+x^2+x,MULT,0,201,6,4
394,2x^4+x^2+2x,MULT,0,202,6,4
395,2x^4+x^2+3x,MULT,0,203,6,4
396,2x^4+2x^2+x,MULT,0,204,6,4
397,2x^4+2x^2+2x,MULT,0,205,6,4
398,2x^4+2x^2+3x,MULT,0,206,6,4
399,2x^4+3x^2+x,MULT,0,207,6,4
400,2x^4+3x^2+2x,MULT,0,208,6,4
401,2x^4+3x^2+3x,MULT,0,209,6,4
402,2x^4+x^3+x,MULT,0,210,6,4
403,2x^4+x^3+2x,MULT,0,211,6,4
404,2x^4+x^3+3x,MULT,0,212,6,4
405,2x^4+x^3+x^2+2x,MULT,0,213,7,4
406,2x^4+x^3+x^2+3x,MULT,0,214,7,4
407,2x^4+2x^3+x,MULT,0,215,6,4
408,2x^4+2x^3+2x,MULT,0,216,6,4
409,2x^4+2x^3+3x,MULT,0,217,6,4
410,2x^4+2x^3+x^2+3x,MULT,0,218,7,4
411,2x^4+3x^3+x,MULT,0,219,6,4
412,2x^4+3x^3+2x,MULT,0,220,6,4
413,2x^4+3x^3+3x,MULT,0,221,6,4
414,2x^4+3x^3+x^2+x,MULT,0,222,7,4
415,2x^4+3x^3+x^2+2x,MULT,0,223,7,4
416,3x^4+x^3+x^2+x,MULT,0,224,7,4
417,3x^4+x^3+2x^2+2x,MULT,0,225,7,4
418,3x^4+2x^3+x^2+2x,MULT,0,226,7,4
419,3x^4+3x^3+x^2+3x,MULT,0,227,7,4
420,3x^4+x,MULT,0,228,5,4
421,3x^4+2x,MULT,0,229,5,4
422,3x^4+3x,MULT,0,230,5,4
423,3x^4+x^2+x,MULT,0,231,6,4
424,3x^4+x^2+2x,MULT,0,232,6,4
425,3x^4+x^2+3x,MULT,0,233,6,4
426,3x^4+2x^2+x,MULT,0,234,6,4
427,3x^4+2x^2+2x,MULT,0,235,6,4
428,3x^4+2x^2+3x,MULT,0,236,6,4
429,3x^4+3x^2+x,MULT,0,237,6,4
430,3x^4+3x^2+2x,MULT,0,238,6,4
431,3x^4+3x^2+3x,MULT,0,239,6,4
432,3x^4+x^3+x,MULT,0,240,6,4
433,3x^4+x^3+2x,MULT,0,241,6,4
434,3x^4+x^3+3x,MULT,0,242,6,4
435,3x^4+x^3+x^2+2x,MULT,0,243,7,4
436,3x^4+x^3+x^2+3x,MULT,0,244,7,4
437,3x^4+x^3+2x^2+3x,MULT,0,245,7,4
438,3x^4+2x^3+x,MULT,0,246,6,4
439,3x^4+2x^3+2x,MULT,0,247,6,4
440,3x^4+2x^3+3x,MULT,0,248,6,4
441,3x^4+2x^3+x^2+3x,MULT,0,249,7,4
442,3x^4+2x^3+2x^2+3x,MULT,0,250,7,4
443,3x^4+3x^3+x,MULT,0,251,6,4
444,3x^4+3x^3+2x,MULT,0,252,6,4
445,3x^4+3x^3+3x,MULT,0,253,6,4
446,3x^4+3x^3+x^2+2x,MULT,0,254,7,4
447,x^4+2x^3+2x^2+2x+1,MULT,5,112,6,4
448,x^4+3x^3+3x^2+3x+2,MULT,5,125,6,4
449,2x^4+3x^3+3x^2+3x+1,MULT,5,128,7,4
450,x^4+x^3+x+1,MULT,5,154,5,4
451,x^4+x^3+2x+2,MULT,5,155,5,4
452,x^4+x^3+3x+3,MULT,5,156,5,4
453,x^4+x^3+x^2+2x+1,MULT,5,157,6,4
454,x^4+x^3+x^2+3x+2,MULT,5,158,6,4
455,x^4+x^3+2x^2+3x+1,MULT,5,160,6,4
456,x^4+2x^3+3x^2+3x+1,MULT,5,166,7,4
457,x^4+2x^3+x^2+x+1,MULT,5,169,6,4
458,x^4+2x^3+x^2+2x+2,MULT,5,170,6,4
459,x^4+2x^3+x^2+3x+3,MULT,5,171,6,4
460,x^4+2x^3+2x^2+3x+2,MULT,5,172,7,4
461,x^4+3x^3+2x^2+x+1,MULT,5,176,6,4
462,x^4+3x^3+2x^2+2x+2,MULT,5,177,6,4
463,x^4+3x^3+2x^2+3x+3,MULT,5,178,6,4
464,x^4+3x^3+3x^2+2x+1,MULT,5,179,7,4
465,2x^4+3x^3+2x^2+2x+1,MULT,5,193,8,4
466,2x^4+2x^3+x+1,MULT,5,198,6,4
467,2x^4+2x^3+2x+2,MULT,5,199,6,4
468,2x^4+2x^3+3x+3,MULT,5,200,6,4
469,2x^4+2x^3+x^2+2x+1,MULT,5,201,7,4
470,2x^4+2x^3+x^2+3x+2,MULT,5,202,7,4
471,2x^4+2x^3+2x^2+3x+1,MULT,5,204,7,4
472,2x^4+3x^3+x^2+x+1,MULT,5,210,7,4
473,2x^4+3x^3+x^2+2x+2,MULT,5,211,7,4
474,2x^4+3x^3+x^2+3x+3,MULT,5,212,7,4
475,2x^4+3x^3+2x^2+3x+2,ADD,322,2,7,4
476,3x^4+3x^3+x+1,MULT,5,228,6,4
477,3x^4+3x^3+2x+2,MULT,5,229,6,4
478,3x^4+3x^3+3x+3,MULT,5,230,6,4
479,3x^4+3x^3+x^2+2x+1,MULT,5,231,7,4
480,3x^4+3x^3+x^2+3x+2,MULT,5,232,7,4
481,3x^4+3x^3+2x^2+3x+1,MULT,5,234,7,4
482,x^4+2x^3+x+2,MULT,6,154,5,4
483,x^4+2x^3+x^2+3x+2,MULT,6,157,6,4
484,x^4+3x^3+2x^2+x+2,MULT,6,169,6,4
485,x^4+3x^3+x+3,MULT,7,154,5,4
486,2x^4+x^3+2x+1,MULT,9,154,6,4
487,2x^4+x^3+2x^2+3x+1,MULT,9,157,7,4
488,2x^4+3x^3+x^2+2x+1,MULT,9,169,7,4
489,2x^4+3x^3+2x+3,MULT,11,154,6,4
490,3x^4+x^3+3x+1,MULT,12,154,6,4
491,3x^4+2x^3+3x+2,MULT,13,154,6,4
492,x^4+2x^2+1,MULT,30,30,5,4
493,x^4+3x^2+2,MULT,30,31,5,4
494,x^4+x^3+2x^2+x+1,MULT,30,33,6,4
495,x^4+x^3+3x^2+x+2,MULT,30,34,6,4
496,x^4+2x^3+3x^2+2x+2,MULT,30,36,6,4
497,x^4+3x^3+2x^2+3x+1,MULT,30,38,6,4
498,2x^4+2x^3+3x^2+2x+1,MULT,30,40,7,4
499,2x^4+3x^2+1,MULT,30,43,6,4
500,2x^4+x^3+3x^2+x+1,MULT,30,46,7,4
501,x^4+x^3+3x^2+2x+2,MULT,31,33,6,4
502,x^4+2x^3+3x^2+2x+1,MULT,33,33,7,4
503,2x^4+2x^3+3x^2+x+1,MULT,33,43,7,4
504,x^4+1,ADD,255,1,4,4
505,x^4+2,ADD,255,2,4,4
506,x^4+3,ADD,255,3,4,4
507,x^4+x+1,ADD,255,5,5,4
508,x^4+x+2,ADD,255,6,5,4
509,x^4+x+3,ADD,255,7,5,4
510,x^4+2x+1,ADD,347,1,5,4
511,x^4+2x+2,ADD,347,2,5,4
512,x^4+2x+3,ADD,347,3,5,4
513,x^4+3x+1,ADD,348,1,5,4
514,x^4+3x+2,ADD,348,2,5,4
515,x^4+3x+3,ADD,348,3,5,4
516,x^4+x^2+2x+1,ADD,350,1,6,4
517,x^4+x^2+3x+2,ADD,351,2,6,4
518,x^4+2x^2+3x+1,ADD,354,1,6,4
519,x^4+x^2+1,ADD,270,1,5,4
520,x^4+x^2+2,ADD,270,2,5,4
521,x^4+x^2+3,ADD,270,3,5,4
522,x^4+x^2+x+1,ADD,270,5,6,4
523,x^4+x^2+x+2,ADD,270,6,6,4
524,x^4+x^2+x+3,ADD,270,7,6,4
525,x^4+x^2+2x+2,ADD,350,2,6,4
526,x^4+x^2+2x+3,ADD,350,3,6,4
527,x^4+x^2+3x+1,ADD,351,1,6,4
528,x^4+x^2+3x+3,ADD,351,3,6,4
